637|corybuecker|2661|13|Austin|TX
638|adbharadwaj|2660|4|Blacksburg|VA
639|Nightshade14|2650|7|New York City|NY
640|KBB99|2631|25||North Carolina
641|andersonbcdefg|2628.5|22|San Francisco|CA
642|Yiyun-Liang|2615|2||California
643|apsdehal|2613|12|San Francisco|CA
644|DanWahlin|2609|10||Arizona
645|brandonmcclure|2606|15|Fort Collins|CO
646|catherinelee274|2602.5|17|San Francisco|CA
647|aarondou|2595|8|San Jose|CA
648|Qinghao-Hu|2594|13||Massachusetts
649|CakeCrusher|2588|26|San Francisco|CA
650|codekow|2584|12|Houston|TX
651|arun-gupta|2581|7|San Jose|CA
652|BBBmau|2579.5|13|Palm Springs|CA
653|cwh35|2576|4|Philadelphia|PA
654|BenCaunt|2575|19|Cary|NC
655|HunterGerlach|2570|31|Louisville|KY
656|Madusha0909|2570|7|Sacramento|CA
657|aidendle94|2568|8|Austin|TX
658|AmandaLN|2568|1|Sanford|FL
659|alantmatos|2562|1||New York
660|cheryyunl|2560|3||New York
661|Erato949|2558.5|2|Jersey City|NJ
662|Mistobaan|2554|28|Los Angeles|CA
663|TimMikeladze|2554|13|Seattle|WA
664|JulesGM|2550|30|San Francisco|CA
665|akankshakusf|2545|6||New Jersey
666|RobertFischer|2531|5|Cary|NC
667|allenzhou101|2528.5|8|San Jose|CA
668|colorful-tones|2524.5|2|Glens Falls|NY
669|MichaelCGrant|2524|2|Houston|TX
670|ajnikrant|2520|3|Washington|DC
671|claudiol|2517|17||Colorado
672|ScottBrenner|2516|12|San Francisco|CA
673|SuperBruceJia|2507|34|Boston|MA
674|StevanFreeborn|2507|4|Olathe|KS
675|Matthewjww|2502|5|Denver|CO
676|andreasatle|2500|3|Houston|TX
677|cnzhangquan|2500|30||
678|altryne|2496|14|Denver|CO
679|ShawnPana|2491|6|San Diego|CA
680|Kh4L|2485|10|San Francisco|CA
681|Cfomodz|2482|12||
682|RQledotai|2469|5||Illinois
683|LeoLjl|2467|18|State College|PA
684|bbenz|2466|13|Las Vegas|NV
685|KastanDay|2452.5|20|Seattle|WA
686|ReesesSnickers|2452|1||Arkansas
687|ConceptCodes|2450|11|Dallas|TX
688|NorthmanPKU|2450|9|Pittsburgh|PA
689|AbhinavHampiholi|2448|13|San Francisco|CA
690|SidmoGoesBrrr|2439.5|4|New York City|NY
691|abirismyname|2439.5|1|Pittsburgh|PA
692|LuChengTHU|2428|10|San Francisco|CA
693|Fernando-Cal|2415|6|San Francisco|CA
694|Jiffy-JM|2409|6||New York
695|SJ9VRF|2407|6||California
696|anish-shanbhag|2404|5|San Francisco|CA
697|Kyle-Gagnon-99|2399|21|Boston|MA
698|TonyLianLong|2395.5|29|San Francisco|CA
699|abasnet97|2395|32|Columbus|OH
700|MaxwellCalkin|2391.5|1|New York City|NY
701|YiChong-Liu|2390|5|Champaign|IL
702|NotAPlumber505|2383.5|1|Miami|FL
703|GrammyMoney|2381|10|Dallas|TX
704|Chevron7Locked|2376|4||Illinois
705|audrow|2376|2|San Antonio|TX
706|angelxmoreno|2367|5|New York City|NY
707|csells|2362|4|Portland|OR
708|ComfyUI-RUS|2350|4|Miami|FL
709|JohnMachado11|2347|8|Dallas|TX
710|aclark4life|2340|8|Bethesda|MD
711|SamuelBarryCS|2336|1|San Francisco|CA
712|Emericen|2335|21|San Jose|CA
713|averad|2335|6||Washington
714|RaiderRoss|2334|11|Beckley|WV
715|adonesky1|2330|10|Austin|TX
716|benmoss|2329|14|New York City|NY
717|Kinglord|2326.5|16|St. Louis|MO
718|TheQuantumFractal|2325|7|San Jose|CA
719|BrandonWSmith|2321|8|Louisville|KY
720|MochiGames|2316|3|Saint George|UT
721|architanemalikanti|2315|5|San Francisco|CA
722|ancientlore|2314.5|31||Virginia
723|chidcrushev|2310|4|Las Cruces|NM
724|MrMurga|2309.5|15|San Francisco|CA
725|addelong|2308|8|Tiffin|OH
726|Aravind-11|2298|11|Los Angeles|CA
727|JieyuZ2|2296|16|Seattle|WA
728|TheSethRose|2294|10|Dallas|TX
729|ViridianMelody|2290|10|Seattle|WA
730|burrsutter|2280|10|Raleigh|NC
731|acompa|2277|6|Miami|FL
732|ValiantPhoenix13|2272|7|Sacramento|CA
733|agt|2270|9|La Jolla|CA
734|bluecoffee8|2270|4|San Jose|CA
735|Braden-sui|2263|4|Denver|CO
736|ar-mccabe|2260.5|5|Ontario|CA
737|basujindal|2259|17|Seattle|WA
738|ardaatahan|2256|9|New York City|NY
739|ELundby45|2252|11|Boulder|CO
740|KosmosisDire|2250|4||Kentucky
741|IgorGanapolsky|2249.5|6||Florida
742|AVGVSTVS96|2241|11||New York
743|KeijiBranshi|2238|5|Seattle|WA
744|ctjlewis|2238|3||
745|EraGuider|2236.5|12||Washington
746|Nickcp39|2235|5||
747|JimYin88|2232|3|Bloomfield|NJ
748|ZL-Asica|2225.5|5|Chicago|IL
749|AnishKamatam|2225|2|San Francisco|CA
750|Aydin-ab|2225|6||New York
751|Sylph-AI|2225|2|San Francisco|CA
752|ANI717|2222.5|2|Philadelphia|PA
753|Poghappy|2216|15||
754|ChuckJonas|2213|8||Wyoming
755|akkikiki|2208|16||New York
756|AsiaCao|2208|5|San Francisco|CA
757|catherinewu|2206|9|San Francisco|CA
758|Arist12|2194|17|Madison|WI
759|Itrel|2192|14|Dallas|TX
760|SoftCircuits|2191|14|Salt Lake City|UT
761|ChrisDryden|2185|8|Seattle|WA
762|areibman|2183|24|San Francisco|CA
763|changezakram|2175|4|New York City|NY
764|Manas-Kandi|2170|3|Chicago|IL
765|GuilhermeCamposo|2170|21||Massachusetts
766|Jessieg12|2159.5|2|Chicago|IL
767|AdityaPatil-R|2156|3|Los Angeles|CA
768|TallMessiWu|2155|1||New York
769|behr-davide|2152.5|2||Indiana
770|JerrettDavis|2150.5|9|Tulsa|OK
771|Scarmonit|2150.5|2||
772|brokenbartender|2145|1|Pontiac|MI
773|Rana-KV|2139|11|New York City|NY
774|JonZeolla|2137|16|Pittsburgh|PA
775|akshaylive|2132|7|Seattle|WA
776|JayTheAxolotl|2128|8||Missouri
777|DhruvGorasiya|2126|5|Boston|MA
778|Risc-lt|2126|16|Ann Arbor|MI
779|Activ8-AI|2122.5|7||Texas
780|cedonley|2121|9|San Francisco|CA
781|Willmo103|2116|17|St. Louis|MO
782|KiameV|2114.5|4|Longmont|CO
783|catid|2113.5|20|Austin|TX
784|WuhanMonkey|2111|11|San Jose|CA
785|TrevorBrown-dev|2103.5|4|Poughkeepsie|NY
786|LarsenCundric|2102.5|11|San Francisco|CA
787|Bryan-Az|2102|2||
788|JagrutN|2086|4|San Jose|CA
789|chrismuto|2072|2|San Diego|CA
790|adityanaidu16|2070.5|6|West Lafayette|IN
791|cbmartinez42|2068.5|2|Ballwin|MO
792|BitPhinix|2067|12|San Francisco|CA
793|Aryanag2|2066|8|San Francisco|CA
794|NoMoreFood|2065.5|9|Clifton Park|NY
795|IParraMartin|2049.5|11|San Francisco|CA
796|Manan17|2048|6|San Jose|CA
797|cfchase|2046|22|Raleigh|NC
798|JoshuaKimsey|2041|6||Georgia
799|Ankur-singh|2038|13||California
800|JayantDevkar|2036|1|San Francisco|CA
801|Dr-Agentic|2031|8|San Francisco|CA
802|chayanchatterjee|2024|2||Tennessee
803|Namangarg110|2021|9|Chicago|IL
804|MikahNiehaus|2020|1|Austin|TX
805|agenticassets|2016|7||
806|666even666|2012|4|San Francisco|CA
807|AustinGagnon|2011|14|Orlando|FL
808|chirucs|2010|3||
809|Friend09|2009.5|18|Louisville|KY
810|adityasingh2400|2009|1|Goleta|CA
811|Nativeatom|2008|8|Pittsburgh|PA
812|Oceanswave|2002.5|28||
813|Whitelisted2|2000|5|Atlanta|GA
814|MrCsabaToth|1998.5|19|Fresno|CA
815|ArielleTolome|1996|2|New York City|NY
816|artob|1990|36|San Jose|CA
817|KHAEntertainment|1986.5|6|Los Angeles|CA
818|alisa-alisa|1986|5|Seattle|WA
819|SamPotasz|1985|6|Austin|TX
820|MaxTran96|1984|21|Seattle|WA
821|aghastmuffin|1982.5|8|San Francisco|CA
822|Kendrickotf4l|1981|1||New York
823|atanikan|1979.5|19|Chicago|IL
824|NikitaDmitrieff|1978.5|1|San Francisco|CA
825|chhzh123|1974.5|26|Ithaca|NY
826|camRight|1972|1|San Francisco|CA
827|MichaelJThomas-2016|1961.5|8||New York
828|EaminC|1960|4|Chicago|IL
829|MmalcolmM|1959|1|Denver|CO
830|DeppMeng|1956|3|San Jose|CA
831|Yadunund|1953|6|San Jose|CA
832|cdreetz|1949|21|San Francisco|CA
833|aeft|1947.5|8||
834|adhavle-aws|1945|2|New York City|NY
835|BraPil|1943|2|Cary|NC
836|SilasK|1939|10|Chicago|IL
837|Lateralus138|1936|2|Decatur|IL
838|Kaltrunner|1932|2|New York City|NY
839|Zachacious|1931|2|Tupelo|MS
840|Ngambarde|1930|1||Connecticut
841|anderbubble|1930|14|Boulder|CO
842|PeterGriffinJin|1928.5|20|Urbana|IL
843|Gitter499|1928.5|12|Philadelphia|PA
844|Teagan42|1924|5|Denver|CO
845|TamiTakamiya|1922.5|12|Durham|NC
846|alecf|1918|5|San Francisco|CA
847|aj-geddes|1914.5|8|Kansas City|MO
848|RaiderxD404|1909.5|8||Pennsylvania
849|atxtechbro|1908.5|4|Austin|TX
850|andrewhinh|1905.5|16|San Francisco|CA
851|cheddarfox|1901|18|Tampa|FL
852|Creeper-MZ|1898|8|West Lafayette|IN
853|MattGooding|1893.5|3|Los Angeles|CA
854|csantanapr|1893.5|8|Raleigh|NC
855|LRY89757|1884|9|Ann Arbor|MI
856|JamesRyanATX|1883|5|Austin|TX
857|MihaiSurdeanu|1880|21|Tucson|AZ
858|KeyboardCowboy|1879.5|1|Golden|CO
859|Rjpdude|1878|3|Denver|CO
860|LauraAllObe|1876|3|Hoboken|NJ
861|cenfun|1869.5|10|Anaheim|CA
862|avi350751|1869|6|Minneapolis|MN
863|SamKhoze|1869|24|Los Angeles|CA
864|Haoxiang-Wang|1865|19||
865|anantvir|1865|3|Detroit|MI
866|AnthonyRodriguezJPM|1862|2|Houston|TX
867|River12|1860|3|San Jose|CA
868|bhavya01|1857|12|San Jose|CA
869|Nahidzeinali-web|1852.5|5|San Diego|CA
870|6|1850|34||Maine
871|EyeDeck|1849|8||Florida
872|beatgeek|1845|32|San Francisco|CA
873|bartolli|1841.5|21|Tampa|FL
874|anchapin|1840|18|Richmond|VA
875|andrewmorrisondev|1839|3|New York City|NY
876|Jazzcort|1837|6|Malden|MA
877|LaVidaHermosa|1836.5|4|Lexington|KY
878|Anthony-Mendez|1835|11||
879|bandily|1827|1|San Francisco|CA
880|charliermarsh|1825|12|New York City|NY
881|Sam-Haider|1822.5|6|Atlanta|GA
882|bobbykoritala|1820|3|Chicago|IL
883|EnggQasim|1819|12||New York
884|ZackBradshaw|1811|11|Springfield|MO
885|Noeda|1810|11|San Francisco|CA
886|alexeykrol|1807|5|San Jose|CA
887|JovaniPink|1807|6|Palm Bay|FL
888|bsmi021|1807|12|Greenville|SC
889|HanFa|1806|7|San Jose|CA
890|GroundAura|1804.5|3||
891|anshradh|1803|7|New York City|NY
892|cbmira01|1794|4|Louisville|KY
893|adrm001|1794|2|Seattle|WA
894|Cagnoro1|1793|7||
895|caraerskine|1792|2|New York City|NY
896|bcarriveau|1790|2||Wisconsin
897|Etragas|1790|5|San Francisco|CA
898|ae2baker|1787|3|Saint Joseph|MO
899|IvanLH|1782|3|Kirkland|WA
900|TaiMingLu|1778|5|Princeton|NJ
901|Mahum-Haider|1777.5|10|New York City|NY
902|DevashishLal-CB|1775|9|San Francisco|CA
903|TinyDeep|1765|3|Orlando|FL
904|ahaider004|1764|8||New York
905|ajayvohra2005|1763|10||Michigan
906|PrismAero|1762|3|Salem|OR
907|JAKES-CLOUD-SPACE|1760|1||Minnesota
908|blake-snc|1760|2|San Francisco|CA
909|92username|1759|5|Salina|KS
910|chip-davis|1758.5|8|Chicago|IL
911|byebyebruce|1758|16|Denver|CO
912|RichardHightower|1758|4||
913|DeanPhillipsOKC|1757.5|4|Oklahoma City|OK
914|beatrice-b-m|1757|1|Atlanta|GA
915|SethHWeidman|1756|3|Salt Lake City|UT
916|MikeyBeez|1755|25||Arkansas
917|aconchillo|1752.5|3|Los Angeles|CA
918|Rumi1013|1752|9||South Carolina
919|bretthowell714-source|1748.5|3|Red Bluff|CA
920|MatthewCash|1744|12|Seattle|WA
921|JordanDalton|1740.5|8|Dallas|TX
922|TennisBowling|1740|8|Seattle|WA
923|ausarenglish|1740|2|New York City|NY
924|Jonathan-A-White|1738|3|New York City|NY
925|DamianB-BitFlipper|1737.5|13|San Francisco|CA
926|campagnollo|1734|20|Raleigh|NC
927|burnsbert|1732.5|10|Cary|NC
928|cgb37|1732.5|1|Miami|FL
929|Sus4nne|1732|6|Nederland|TX
930|Ramtinhoss|1731|22||California
931|EandrewJones|1729|12||Michigan
932|concavegit|1728.5|5|Seattle|WA
933|codeactual|1723|8|Portland|OR
934|HaochengLIU|1722|10|New York City|NY
935|ajslater|1718|5|San Francisco|CA
936|Mcootauc|1715|4|Los Angeles|CA
937|DavyMorgan|1714|10|Cambridge|MA
938|arjav-desai|1710|8|Austin|TX
939|coleleavitt|1709.5|4||Michigan
940|Sarsur99|1704.5|2|San Diego|CA
941|QAInsights|1702.5|18||Ohio
942|alexk1919|1700|11|Los Angeles|CA
943|Eyshika|1700|1|Dallas|TX
944|DisguisedAxolotl|1700|13|Los Angeles|CA
945|beinan|1698.5|9|San Francisco|CA
946|bodenburg|1698.5|4||Wisconsin
947|OtotaO|1696.5|21|New York City|NY
948|ciro-greco|1695|5||New York
949|Nutlope|1694.5|16|New York City|NY
950|JackCaoG|1693|15|Seattle|WA
951|abetlen|1692.5|16|San Francisco|CA
952|AustinKelsay|1690.5|7|Austin|TX
953|ashtonchew|1684.5|4|Ithaca|NY
954|chuyiting|1681|3||California
955|becca-mayers|1680|1|Dallas|TX
956|MikeFogz|1680|1|San Francisco|CA
957|DocShotgun|1679.5|26||
958|MalinkyZubr|1678|3||Indiana
959|chriswritescode-dev|1675|6|Miami|FL
960|bordoni|1672.5|4||New York
961|CamiloSierraH|1671|7|San Jose|CA
962|Rockdu|1670|5|Atlanta|GA
963|ChrisCampbell1|1669.5|1|Denver|CO
964|AdminTurnedDevOps|1667.5|8||New Jersey
965|blancsw|1666.5|29|Chicago|IL
966|briankscheong|1666|1|Indianapolis|IN
967|ShaneHarvey|1666|5|San Francisco|CA
968|cpage-pivotal|1665|10||
969|JosselinSomervilleRoberts|1664|3|San Jose|CA
970|chedim|1662|6||Washington
971|atbe|1659.5|25|San Francisco|CA
972|aphedges|1659|20||
973|cmunley1|1658|5|San Francisco|CA
974|AdamLouly|1658|18||
975|SpiffGreen|1657|5|Indianapolis|IN
976|Sukanya41455|1653.5|14||
977|aron-muon|1652.5|3||Texas
978|MichaelRG023|1652|2|New York City|NY
979|CodeDevKyle|1651|1|Los Angeles|CA
980|L3DigitalNet|1647|2||
981|AKSHITHGOUD9|1645|3||Wisconsin
982|GuillermoFidalgo|1645|5|Tuscaloosa|AL
983|connectiblutz|1645|35|Philadelphia|PA
984|achandrasekar|1643|14|Seattle|WA
985|beevek|1638|6||New York
986|SoubhikSinha|1637|11|Dallas|TX
987|EdenEven|1635.5|6||Missouri
988|KingsleyZhang123|1635|8|San Jose|CA
989|ajacobm|1634.5|19|Reston|VA
990|NaturalisSelectio|1627.5|1||
991|brooks1man|1627|14|Atlanta|GA
992|azonenberg|1626|30|Seattle|WA
993|aaijazi|1624|7|Bellevue|WA
994|charleskawczynski|1620|10||
995|arnaudstiegler|1620|13|New York City|NY
996|cassler|1615|3|Austin|TX
997|chus-chus|1615|2|Atlanta|GA
998|Pritiks23|1614|2|Seattle|WA
999|RustamyF|1612|3|New York City|NY
1000|0rion-HunterShield|1611|4|Salinas|CA
